bin,characteristic,x_mean,n,speed_z_mean,quality_z_mean,lm_aioe_z_mean
0,avg_creative_weight,0.02756471559405327,39,-0.03099990369709705,0.03670633448638798,-1.3029766
1,avg_creative_weight,0.03219699114561081,39,-0.10291790006668802,0.02702661432581893,-1.2485758
2,avg_creative_weight,0.03456960245966911,38,-0.044071940797700056,0.03408391609855136,-1.1586472
3,avg_creative_weight,0.03675443306565285,39,-0.047307261598439135,0.0243687928580016,-1.0278931
4,avg_creative_weight,0.03846534714102745,39,-0.050364891204940865,0.023023475818736146,-0.93331784
5,avg_creative_weight,0.040259793400764465,38,-0.06584246475583426,0.03232153350731842,-0.80305934
6,avg_creative_weight,0.04271584749221802,39,-0.07488962867375618,0.029006308505551148,-0.79168975
7,avg_creative_weight,0.045302614569664,38,-0.0860275977050054,0.041273763548772345,-0.50410473
8,avg_creative_weight,0.04797585681080818,39,-0.058327468305205556,0.025418796400843047,-0.27472776
9,avg_creative_weight,0.050948720425367355,39,-0.18505984543301876,0.020094950312530082,-0.08389217
10,avg_creative_weight,0.05349128320813179,38,-0.11556817203078013,0.06332038398941903,0.2158042
11,avg_creative_weight,0.056390371173620224,39,-0.14008720997072366,0.0208031558271028,0.49153566
12,avg_creative_weight,0.06054488569498062,38,-0.3642119630269008,-0.030955859274720766,0.57736456
13,avg_creative_weight,0.06391089409589767,39,0.060052544614767916,-0.008191473254349858,0.70042586
14,avg_creative_weight,0.06707421690225601,39,0.12602211672012298,-0.11488792701133736,0.87725157
15,avg_creative_weight,0.06968366354703903,38,0.14658358620803283,-0.09599002196458145,1.0649486
16,avg_creative_weight,0.07232372462749481,39,-0.08784474161588698,0.10313273049223638,0.9702899
17,avg_creative_weight,0.07535814493894577,38,0.20129864429400438,-0.06274048543444122,1.06469
18,avg_creative_weight,0.07843663543462753,39,0.09691624322628867,0.3044134877633232,1.119832
19,avg_creative_weight,0.08575865626335144,39,0.823320918544504,-0.4796165014005073,1.0584593
0,mean_female,0.019197571752292496,31,0.008702019439474424,0.005210462086399737,-1.2663118
1,mean_female,0.034382798859188636,31,-0.033170861814885315,0.03518001885253992,-1.1679585
2,mean_female,0.05543602282001126,31,-0.12384868983269993,0.06576878133698873,-0.88116014
3,mean_female,0.08244896431763966,30,-0.07008978719771664,0.059455864371106046,-0.6863588
4,mean_female,0.1190739865264585,31,0.004134068757180465,0.017078571687316073,-0.7469468
5,mean_female,0.16877335646460134,31,-0.4249193808548764,0.09143141832911515,-0.23129842
6,mean_female,0.22013876537481944,30,0.07667165636810228,-0.022970507495633227,-0.21556807
7,mean_female,0.27599293522296414,31,-0.08773249496450579,0.09443112603114395,0.056225624
8,mean_female,0.33432324374875716,31,-0.1535537258485519,-0.07536196199263323,0.20676865
9,mean_female,0.3977038331570164,31,-0.18587665172911033,0.7424780706859357,0.30832025
10,mean_female,0.4653526782989502,30,0.25635039366641565,-0.12137169888838287,0.24874082
11,mean_female,0.5048443569291022,31,0.27620762255345127,-0.06273704540267286,1.0600102
12,mean_female,0.5160746612856465,31,1.0794227902703692,-0.5650013409107716,0.7489927
13,mean_female,0.557761816183726,30,-0.2509485784222892,0.11608222731043491,0.36924902
14,mean_female,0.6068949257173846,31,0.06407840402657972,-0.014872443377411752,0.3798434
15,mean_female,0.6621179234596991,31,-0.1105054654712627,-0.054597930238682105,0.5323565
16,mean_female,0.7185781876246135,30,-0.09265573069986686,-0.033659488874073995,0.48788446
17,mean_female,0.7778619181725287,31,0.045325764383479024,-0.017906551397124323,0.43114114
18,mean_female,0.837412174670927,31,0.42542734484171535,-0.25597050989620185,0.5950652
19,mean_female,0.9127785851878505,31,-0.04243498635651989,-0.04195237345811151,0.38663122
0,mean_white,0.5580169082649292,31,-0.11968143657867748,-0.09856841630213523,-0.5109641
1,mean_white,0.6301283682546308,31,0.2298068603596248,-0.1779918697705286,-0.5150945
2,mean_white,0.6640703274357703,31,-0.020909520509780958,0.02920124363909271,-0.63725466
3,mean_white,0.6899541517098745,30,0.16790845729835555,-0.2979158492576087,-0.22642578
4,mean_white,0.7094597085829704,31,-0.24213457065841285,0.12791639526457005,0.20495316
5,mean_white,0.7216618926294388,31,-0.048036736403753826,0.03464337389667239,-0.31700847
6,mean_white,0.7385546267032623,30,0.030483931640306817,0.02334011751212426,0.03533366
7,mean_white,0.750540889078571,31,0.17130503583200246,-0.06544779043615756,0.06427041
8,mean_white,0.7627646019381862,31,-0.07230182781007395,0.09032471096591572,0.049326405
9,mean_white,0.7681620717048645,31,0.5607027966261349,-0.1864956283019679,1.5196809
10,mean_white,0.7751280784606933,30,-0.22437459211094962,0.076298030573651,0.2980994
11,mean_white,0.7835865789844144,31,0.0073997527975924555,0.014292145954926996,0.15510184
12,mean_white,0.7921161459338281,31,0.09875208815299696,0.6212788714223165,0.4290135
13,mean_white,0.7996713817119598,30,-0.15904929107729393,0.09154769140288646,-0.08845149
14,mean_white,0.8083177747264985,31,-0.14528600224521918,0.11540843975473462,0.04464366
15,mean_white,0.8183602652242107,31,0.8876718980955853,-0.48462254147698747,0.13712344
16,mean_white,0.8331507225831349,30,0.004370925459225474,-0.16393567062947031,-0.12900884
17,mean_white,0.8461144701127084,31,-0.25928442058842804,0.12575605531402637,0.055280093
18,mean_white,0.8606655078549539,31,0.02815587958205011,-0.016069574432808573,0.29981717
19,mean_white,0.8919498112893873,31,-0.23814095295664145,0.09310327376854861,-0.262951
0,mean_black,0.01864774714434339,31,-0.12011552545930483,0.05879927697424764,0.33792552
1,mean_black,0.029013540535684553,31,-0.263712127170827,-0.04449111690317705,0.0010732758
2,mean_black,0.03416860884716434,31,0.8474685894590229,-0.4911242015192286,0.29356822
3,mean_black,0.03979057321945826,30,-0.3504250541358962,0.14696545651425724,0.0749204
4,mean_black,0.04435540855892243,31,-0.18223030513184083,0.084262392123808,-0.28489655
5,mean_black,0.049570829156906374,31,0.4719082465211959,-0.4040019569531972,0.7347839
6,mean_black,0.05100978041688601,30,0.539604741369552,-0.1985584437009747,1.424979
7,mean_black,0.05376903748800678,31,0.21450021859965784,0.5270564012863457,-0.25969493
8,mean_black,0.060219755095820275,31,-0.0005941608964217661,0.007095599495472852,-0.50251096
9,mean_black,0.06538416661562459,31,-0.04579283080543392,0.07947386790222086,0.15226421
10,mean_black,0.07092303534348805,30,0.19316575186039506,-0.04454753342417856,0.16836643
11,mean_black,0.07766587527528886,31,-0.10013541602759932,0.08186813001301443,-0.25688258
12,mean_black,0.08426123160508371,31,-0.12038933536862365,0.12404979955690912,0.26809222
13,mean_black,0.08965547854701678,30,-0.0937973367538419,0.03798649505580751,-0.23706086
14,mean_black,0.09519831547814031,31,-0.09059080328617494,0.06194346601054842,-0.13741276
15,mean_black,0.10208282331305166,31,0.08182930009900229,-0.04932092150598475,-0.030832792
16,mean_black,0.11421493937571843,30,-0.13344005060742256,0.06782007228047464,-0.27696615
17,mean_black,0.13021740629788367,31,0.023594607190227605,-0.1697082732722659,-0.17382705
18,mean_black,0.15373272713153593,31,-0.08754550283131245,0.04507355021840529,-0.38111076
19,mean_black,0.20639625912712467,31,-0.11511348589638369,0.04046390764877394,-0.26849645
0,mean_asian,0.007835310538329424,31,-0.0859427131182268,0.04401402043374376,-1.2644325
1,mean_asian,0.012938975656945859,31,-0.10791428876844122,0.06703471302775314,-0.83552486
2,mean_asian,0.01696988600756853,31,-0.04627366771935968,0.019452193607499408,-1.1112944
3,mean_asian,0.02103421793629726,30,-0.06292665283831836,0.034949766059509606,-0.9603096
4,mean_asian,0.02448137398929365,31,-0.1844742107301605,0.04851358198678673,-0.36523327
5,mean_asian,0.02916598512280372,31,-0.003679531094111394,0.012042365178405545,0.2141444
6,mean_asian,0.03318495309601228,30,-0.16902799269934576,0.08886033858542684,0.2577759
7,mean_asian,0.038209839453620296,31,0.16192871601045217,-0.04944476264964646,0.33274952
8,mean_asian,0.04221189646951614,31,0.047289181782008756,0.024034315922983565,0.28096324
9,mean_asian,0.046413051024560004,31,-0.020829381024126806,-0.13439978720159756,-0.026716283
10,mean_asian,0.050726328045129776,30,0.18821780645029065,-0.24545914882473524,0.12985007
11,mean_asian,0.054594784133857294,31,-0.35513124543094354,0.20890162315580874,0.41031486
12,mean_asian,0.05950011877763656,31,1.0276488663717225,-0.6025537105606441,-0.054849587
13,mean_asian,0.06492103884617488,30,0.10138772318952685,-0.032247257546531474,0.15991876
14,mean_asian,0.07273052560706292,31,-0.1392087579164364,0.08049211730566182,0.21213265
15,mean_asian,0.0878481206394011,31,-0.20744218731867636,0.09104613477105636,0.4330398
16,mean_asian,0.10623826533555984,30,0.28124884142046996,0.5112155136638511,0.41889587
17,mean_asian,0.11757427886609108,31,0.2544297173269015,-0.05173582380738862,1.328562
18,mean_asian,0.129101199488486,31,0.30106421968721947,-0.15363300481861888,0.7973783
19,mean_asian,0.22034609125506494,31,-0.3062461591818345,0.011237397744604215,0.2518808
0,mean_hispanic,0.04359589907671175,31,-0.32801738611791315,0.17374449848294915,0.33456478
1,mean_hispanic,0.05732452929500611,31,-0.28044124480115734,0.02300230639246919,0.29698747
2,mean_hispanic,0.06436288392832203,31,-0.21826101788200375,0.7432692779926635,0.44682282
3,mean_hispanic,0.06755443662405014,30,0.5588996581989136,-0.1962763266258304,1.5041136
4,mean_hispanic,0.07313414446769222,31,-0.029925212645887215,0.07240116258642838,0.5331344
5,mean_hispanic,0.08180886939648659,31,-0.09895202295610453,0.02206661775146942,0.7121124
6,mean_hispanic,0.08882848545908928,30,0.6214356153904993,-0.3369926607950879,0.56222814
7,mean_hispanic,0.09431817815188438,31,-0.27958642362084507,0.006380072887649395,0.41316205
8,mean_hispanic,0.09997631465235064,31,0.45443783864856324,-0.2497887728084203,0.2890257
9,mean_hispanic,0.10566161308557756,31,-0.11221129166590386,0.04772335754627858,-0.20214842
10,mean_hispanic,0.10984502509236335,30,0.161159376948171,-0.07483357311300978,0.30203173
11,mean_hispanic,0.11690598269624095,31,-0.16648289620077533,0.09931597114224568,-0.20337662
12,mean_hispanic,0.12475768188315053,31,-0.13927554082114824,0.07893722294635337,0.05419633
13,mean_hispanic,0.13384002099434536,30,0.14334125275167206,-0.08660673783711882,-0.30243152
14,mean_hispanic,0.1484325042655391,31,0.20732773463360013,-0.12651523438846696,-0.19504784
15,mean_hispanic,0.161694981398121,31,-0.06903328164517444,-0.07788694531062534,-0.24389938
16,mean_hispanic,0.1759471118450165,30,-0.00880979383407935,0.0038248172900956627,-0.4919776
17,mean_hispanic,0.1982682034853966,31,0.16006547296899024,-0.07912535674724265,-0.8993802
18,mean_hispanic,0.23945318643123872,31,-0.002116811123852968,0.01961731513238173,-0.92731535
19,mean_hispanic,0.34879776258622447,31,0.13724575442893483,-0.12374944884668819,-1.3229816
