code,title,observed,n_studies,estimate,posterior_std
29-2099.05,Ophthalmic Medical Technologists,,,0.241,1.0045
29-2099.08,Patient Representatives,,,0.2444,1.0037
29-9091.00,Athletic Trainers,,,0.2404,1.0194
29-9092.00,Genetic Counselors,,,0.255,1.0062
29-9093.00,Surgical Assistants,,,0.2439,1.0162
29-9099.01,Midwives,,,0.2381,1.0117
31-1121.00,Home Health Aides,,,0.2402,1.0154
31-1122.00,Personal Care Aides,,,0.2442,1.0198
31-1131.00,Nursing Assistants,,,0.2458,1.0091
31-1132.00,Orderlies,,,0.252,1.0118
31-1133.00,Psychiatric Aides,,,0.2412,1.0131
31-2011.00,Occupational Therapy Assistants,,,0.2534,1.0072
31-2012.00,Occupational Therapy Aides,,,0.2477,1.0115
31-2021.00,Physical Therapist Assistants,,,0.236,1.0093
31-2022.00,Physical Therapist Aides,,,0.2457,1.0137
31-9011.00,Massage Therapists,,,0.2513,1.0118
31-9091.00,Dental Assistants,,,0.2571,1.0042
31-9092.00,Medical Assistants,,,0.2402,1.0034
31-9093.00,Medical Equipment Preparers,,,0.2392,1.0074
31-9094.00,Medical Transcriptionists,,,0.2217,1.0014
31-9095.00,Pharmacy Aides,,,0.2535,1.0018
31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,,,0.2431,1.0073
31-9097.00,Phlebotomists,,,0.2394,1.0043
31-9099.01,Speech-Language Pathology Assistants,,,0.2574,1.0022
31-9099.02,Endoscopy Technicians,,,0.2444,1.0088
33-1011.00,First-Line Supervisors of Correctional Officers,,,0.2211,1.0018
33-1012.00,First-Line Supervisors of Police and Detectives,,,0.2361,1.003
33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,,,0.2414,1.0042
33-1091.00,First-Line Supervisors of Security Workers,,,0.2397,1.0126
33-2011.00,Firefighters,,,0.2481,1.007
33-2021.00,Fire Inspectors and Investigators,,,0.2476,1.0058
33-2022.00,Forest Fire Inspectors and Prevention Specialists,,,0.2508,1.0096
33-3011.00,Bailiffs,,,0.2407,1.0048
33-3012.00,Correctional Officers and Jailers,,,0.2346,1.0019
33-3021.00,Detectives and Criminal Investigators,,,0.2494,1.0029
33-3021.02,Police Identification and Records Officers,,,0.241,1.0024
33-3021.06,Intelligence Analysts,,,0.2164,1.0008
33-3031.00,Fish and Game Wardens,,,0.2436,1.0047
33-3041.00,Parking Enforcement Workers,,,0.2422,1.0025
33-3051.00,Police and Sheriff's Patrol Officers,,,0.2449,1.0087
33-3051.04,Customs and Border Protection Officers,,,0.2386,1.002
33-3052.00,Transit and Railroad Police,,,0.233,1.0072
33-9011.00,Animal Control Workers,,,0.2349,1.0036
33-9021.00,Private Detectives and Investigators,,,0.2287,1.0014
33-9031.00,Gambling Surveillance Officers and Gambling Investigators,,,0.23,1.0031
33-9032.00,Security Guards,,,0.2623,1.0023
33-9091.00,Crossing Guards and Flaggers,,,0.2499,1.005
33-9092.00,Lifeguards; Ski Patrol; and Other Recreational Protective Service Workers,,,0.2487,1.0138
33-9093.00,Transportation Security Screeners,,,0.2543,1.0067
33-9099.02,Retail Loss Prevention Specialists,,,0.228,1.0019
35-1011.00,Chefs and Head Cooks,,,0.2605,1.005
35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,,,0.2596,1.0034
35-2011.00,Cooks; Fast Food,,,0.2574,1.0045
35-2012.00,Cooks; Institution and Cafeteria,,,0.2561,1.0033
35-2013.00,Cooks; Private Household,,,0.2697,1.0051
35-2014.00,Cooks; Restaurant,,,0.2555,1.0108
35-2015.00,Cooks; Short Order,,,0.2541,1.0019
35-2021.00,Food Preparation Workers,,,0.2574,1.0028
35-3011.00,Bartenders,,,0.2571,1.0084
35-3023.00,Fast Food and Counter Workers,,,0.2545,1.0057
35-3023.01,Baristas,,,0.2553,1.0085
35-3031.00,Waiters and Waitresses,,,0.2533,1.0108
35-3041.00,Food Servers; Nonrestaurant,,,0.253,1.007
35-9011.00,Dining Room and Cafeteria Attendants and Bartender Helpers,,,0.2497,1.003
35-9021.00,Dishwashers,,,0.251,1.0057
35-9031.00,Hosts and Hostesses; Restaurant; Lounge; and Coffee Shop,,,0.255,1.008
37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,,,0.2461,1.0032
37-1012.00,First-Line Supervisors of Landscaping; Lawn Service; and Groundskeeping Workers,,,0.2531,1.0065
37-2011.00,Janitors and Cleaners; Except Maids and Housekeeping Cleaners,,,0.2523,1.0027
37-2012.00,Maids and Housekeeping Cleaners,,,0.2521,1.0064
37-2021.00,Pest Control Workers,,,0.2506,1.0036
37-3011.00,Landscaping and Groundskeeping Workers,,,0.2566,1.0119
37-3012.00,Pesticide Handlers; Sprayers; and Applicators; Vegetation,,,0.2516,1.0083
37-3013.00,Tree Trimmers and Pruners,,,0.2508,1.0159
39-1013.00,First-Line Supervisors of Gambling Services Workers,,,0.2558,1.0275
39-1022.00,First-Line Supervisors of Personal Service Workers,,,0.2436,1.0023
39-2011.00,Animal Trainers,,,0.2668,1.0047
39-2021.00,Animal Caretakers,,,0.2543,1.0115
39-3011.00,Gambling Dealers,,,0.2545,1.0158
39-3012.00,Gambling and Sports Book Writers and Runners,,,0.2557,1.0223
39-3021.00,Motion Picture Projectionists,,,0.252,1.0021
39-3031.00,Ushers; Lobby Attendants; and Ticket Takers,,,0.2556,1.0147
39-3091.00,Amusement and Recreation Attendants,,,0.2567,1.0262
39-3092.00,Costume Attendants,,,0.2933,1.0093
39-3093.00,Locker Room; Coatroom; and Dressing Room Attendants,,,0.2568,1.0103
39-4011.00,Embalmers,,,0.2487,1.0096
39-4021.00,Funeral Attendants,,,0.2524,1.0084
39-4031.00,Morticians; Undertakers; and Funeral Arrangers,,,0.2532,1.007
39-5011.00,Barbers,,,0.2621,1.0242
39-5012.00,Hairdressers; Hairstylists; and Cosmetologists,,,0.2676,1.0116
39-5091.00,Makeup Artists; Theatrical and Performance,,,0.3495,1.004
39-5092.00,Manicurists and Pedicurists,,,0.2622,1.0084
39-5093.00,Shampooers,,,0.2537,1.0063
39-5094.00,Skincare Specialists,,,0.2535,1.0071
39-6011.00,Baggage Porters and Bellhops,,,0.2548,1.0117
39-6012.00,Concierges,,,0.2666,1.004
39-7011.00,Tour Guides and Escorts,,,0.2564,1.016
39-7012.00,Travel Guides,,,0.2602,1.0111
39-9011.00,Childcare Workers,,,0.267,1.0102
39-9011.01,Nannies,,,0.2496,1.0128
39-9031.00,Exercise Trainers and Group Fitness Instructors,,,0.2676,1.0112
39-9032.00,Recreation Workers,,,0.288,1.0026
39-9041.00,Residential Advisors,,,0.2488,1.0093
41-1011.00,First-Line Supervisors of Retail Sales Workers,,,0.253,1.0061
41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,,,0.2337,1.0015
41-2011.00,Cashiers,,,0.2577,1.0087
41-2012.00,Gambling Change Persons and Booth Cashiers,,,0.2506,1.0069
41-2021.00,Counter and Rental Clerks,,,0.251,1.0182
41-2022.00,Parts Salespersons,,,0.2557,1.0061
41-2031.00,Retail Salespersons,,,0.2569,1.0234
41-3011.00,Advertising Sales Agents,,,0.261,1.0192
41-3021.00,Insurance Sales Agents,,,0.2591,1.0049
41-3031.00,Securities; Commodities; and Financial Services Sales Agents,,,0.2427,1.0028
41-3041.00,Travel Agents,,,0.2605,1.0019
41-4011.00,Sales Representatives; Wholesale and Manufacturing; Technical and Scientific Products,,,0.256,1.0115
41-4011.07,Solar Sales Representatives and Assessors,,,0.2621,1.0022
41-4012.00,Sales Representatives; Wholesale and Manufacturing; Except Technical and Scientific Products,,,0.2505,1.0025
41-9011.00,Demonstrators and Product Promoters,,,0.2562,1.0222
41-9012.00,Models,,,0.2572,1.0272
41-9021.00,Real Estate Brokers,,,0.2559,1.0047
41-9022.00,Real Estate Sales Agents,0.0541394461006482,1.0,0.0561,0.0995
41-9031.00,Sales Engineers,,,0.26,1.0058
41-9041.00,Telemarketers,,,0.2517,1.0048
41-9091.00,Door-to-Door Sales Workers; News and Street Vendors; and Related Workers,,,0.2562,1.0101
43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,,,0.2364,1.0009
43-2011.00,Switchboard Operators; Including Answering Service,,,0.2492,1.0044
43-2021.00,Telephone Operators,,,0.26,1.0043
43-3011.00,Bill and Account Collectors,,,0.2492,1.005
43-3021.00,Billing and Posting Clerks,,,0.2487,1.004
43-3031.00,Bookkeeping; Accounting; and Auditing Clerks,,,0.2541,1.0019
43-3041.00,Gambling Cage Workers,,,0.2478,1.0025
43-3051.00,Payroll and Timekeeping Clerks,,,0.2372,1.0008
43-3061.00,Procurement Clerks,,,0.2507,1.0018
43-3071.00,Tellers,,,0.2478,1.0053
43-4011.00,Brokerage Clerks,,,0.2615,1.0026
43-4021.00,Correspondence Clerks,,,0.2477,1.0034
43-4031.00,Court; Municipal; and License Clerks,,,0.2455,1.0019
43-4041.00,Credit Authorizers; Checkers; and Clerks,,,0.2569,1.002
43-4051.00,Customer Service Representatives,0.2372468472593002,2.0,0.2373,0.0705
43-4061.00,Eligibility Interviewers; Government Programs,,,0.2454,1.0079
43-4071.00,File Clerks,,,0.2413,1.0017
43-4081.00,Hotel; Motel; and Resort Desk Clerks,,,0.2537,1.0123
43-4111.00,Interviewers; Except Eligibility and Loan,,,0.2393,1.0034
43-4121.00,Library Assistants; Clerical,,,0.2554,1.0034
43-4131.00,Loan Interviewers and Clerks,,,0.2605,1.0018
43-4141.00,New Accounts Clerks,,,0.2499,1.0049
43-4151.00,Order Clerks,,,0.2468,1.002
43-4161.00,Human Resources Assistants; Except Payroll and Timekeeping,,,0.2447,1.0031
43-4171.00,Receptionists and Information Clerks,,,0.2658,1.0021
43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,,,0.2486,1.0078
43-5011.00,Cargo and Freight Agents,,,0.2395,1.0022
43-5011.01,Freight Forwarders,,,0.2642,1.0019
43-5021.00,Couriers and Messengers,,,0.252,1.0045
43-5031.00,Public Safety Telecommunicators,,,0.2327,1.0074
43-5032.00,Dispatchers; Except Police; Fire; and Ambulance,,,0.2584,1.0035
43-5041.00,Meter Readers; Utilities,,,0.2451,1.007
43-5051.00,Postal Service Clerks,,,0.2508,1.0045
43-5052.00,Postal Service Mail Carriers,,,0.2545,1.0142
43-5053.00,Postal Service Mail Sorters; Processors; and Processing Machine Operators,,,0.254,1.0141
43-5061.00,Production; Planning; and Expediting Clerks,,,0.2458,1.0014
43-5071.00,Shipping; Receiving; and Inventory Clerks,,,0.251,1.0097
43-5111.00,Weighers; Measurers; Checkers; and Samplers; Recordkeeping,,,0.2292,1.0032
43-6011.00,Executive Secretaries and Executive Administrative Assistants,,,0.2536,1.0075
43-6012.00,Legal Secretaries and Administrative Assistants,,,0.2434,1.0036
43-6013.00,Medical Secretaries and Administrative Assistants,,,0.2478,1.0029
43-6014.00,Secretaries and Administrative Assistants; Except Legal; Medical; and Executive,,,0.2533,1.004
43-9021.00,Data Entry Keyers,,,0.2242,1.0007
43-9022.00,Word Processors and Typists,,,0.2508,1.0058
43-9031.00,Desktop Publishers,,,0.3147,1.001
43-9041.00,Insurance Claims and Policy Processing Clerks,,,0.2399,1.0013
43-9051.00,Mail Clerks and Mail Machine Operators; Except Postal Service,,,0.2545,1.0127
43-9061.00,Office Clerks; General,,,0.2522,1.0019
43-9071.00,Office Machine Operators; Except Computer,,,0.2678,1.0024
43-9081.00,Proofreaders and Copy Markers,,,0.2603,1.0017
43-9111.00,Statistical Assistants,,,0.208,1.0004
45-1011.00,First-Line Supervisors of Farming; Fishing; and Forestry Workers,,,0.2477,1.0036
45-2011.00,Agricultural Inspectors,,,0.2446,1.0024
45-2021.00,Animal Breeders,,,0.2515,1.009
45-2041.00,Graders and Sorters; Agricultural Products,,,0.2538,1.0148
45-2091.00,Agricultural Equipment Operators,,,0.2524,1.0243
45-2092.00,Farmworkers and Laborers; Crop; Nursery; and Greenhouse,,,0.2539,1.0103
45-2093.00,Farmworkers; Farm; Ranch; and Aquacultural Animals,,,0.2485,1.008
45-3031.00,Fishing and Hunting Workers,,,0.2591,1.0125
45-4011.00,Forest and Conservation Workers,,,0.2534,1.0132
45-4021.00,Fallers,,,0.2544,1.0146
45-4022.00,Logging Equipment Operators,,,0.252,1.0333
45-4023.00,Log Graders and Scalers,,,0.2367,1.0029
47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,,,0.2453,1.0026
47-1011.03,Solar Energy Installation Managers,,,0.2534,1.009
47-2011.00,Boilermakers,,,0.25,1.0173
47-2021.00,Brickmasons and Blockmasons,,,0.2535,1.0129
47-2022.00,Stonemasons,,,0.2548,1.0136
47-2031.00,Carpenters,,,0.255,1.0122
47-2041.00,Carpet Installers,,,0.2545,1.0145
47-2042.00,Floor Layers; Except Carpet; Wood; and Hard Tiles,,,0.251,1.0063
47-2043.00,Floor Sanders and Finishers,,,0.2568,1.011
47-2044.00,Tile and Stone Setters,,,0.272,1.0073
47-2051.00,Cement Masons and Concrete Finishers,,,0.2535,1.0124
47-2053.00,Terrazzo Workers and Finishers,,,0.2545,1.0139
47-2061.00,Construction Laborers,,,0.2508,1.0092
47-2071.00,Paving; Surfacing; and Tamping Equipment Operators,,,0.253,1.0144
47-2072.00,Pile Driver Operators,,,0.2533,1.0168
47-2073.00,Operating Engineers and Other Construction Equipment Operators,,,0.2522,1.0173
47-2081.00,Drywall and Ceiling Tile Installers,,,0.2545,1.0135
47-2082.00,Tapers,,,0.253,1.0115
47-2111.00,Electricians,,,0.2541,1.0162
47-2121.00,Glaziers,,,0.2548,1.0134
47-2131.00,Insulation Workers; Floor; Ceiling; and Wall,,,0.2545,1.0153
47-2132.00,Insulation Workers; Mechanical,,,0.2544,1.0151
47-2141.00,Painters; Construction and Maintenance,,,0.2532,1.0096
47-2142.00,Paperhangers,,,0.2545,1.0147
47-2151.00,Pipelayers,,,0.2543,1.0145
47-2152.00,Plumbers; Pipefitters; and Steamfitters,,,0.2537,1.011
47-2152.04,Solar Thermal Installers and Technicians,,,0.2695,1.0032
47-2161.00,Plasterers and Stucco Masons,,,0.2561,1.0116
47-2171.00,Reinforcing Iron and Rebar Workers,,,0.2545,1.0153
47-2181.00,Roofers,,,0.2545,1.0146
47-2211.00,Sheet Metal Workers,,,0.2523,1.0058
47-2221.00,Structural Iron and Steel Workers,,,0.2544,1.0149
47-2231.00,Solar Photovoltaic Installers,,,0.2544,1.0146
47-3011.00,Helpers--Brickmasons; Blockmasons; Stonemasons; and Tile and Marble Setters,,,0.2541,1.0156
47-3012.00,Helpers--Carpenters,,,0.2545,1.016
47-3013.00,Helpers--Electricians,,,0.2492,1.007
47-3014.00,Helpers--Painters; Paperhangers; Plasterers; and Stucco Masons,,,0.2519,1.0104
47-3015.00,Helpers--Pipelayers; Plumbers; Pipefitters; and Steamfitters,,,0.2725,1.0089
47-3016.00,Helpers--Roofers,,,0.2766,1.0021
47-4011.00,Construction and Building Inspectors,,,0.2463,1.0044
47-4011.01,Energy Auditors,,,0.2357,1.0023
47-4021.00,Elevator and Escalator Installers and Repairers,,,0.2528,1.0178
47-4031.00,Fence Erectors,,,0.2543,1.0128
47-4041.00,Hazardous Materials Removal Workers,,,0.2473,1.0046
47-4051.00,Highway Maintenance Workers,,,0.2497,1.0041
47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,,,0.2515,1.0097
47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,,,0.2545,1.0148
47-4091.00,Segmental Pavers,,,0.2543,1.0136
47-4099.03,Weatherization Installers and Technicians,,,0.2521,1.0075
47-5011.00,Derrick Operators; Oil and Gas,,,0.2532,1.0149
47-5012.00,Rotary Drill Operators; Oil and Gas,,,0.2534,1.0111
47-5013.00,Service Unit Operators; Oil and Gas,,,0.2524,1.0078
47-5022.00,Excavating and Loading Machine and Dragline Operators; Surface Mining,,,0.2527,1.0194
47-5023.00,Earth Drillers; Except Oil and Gas,,,0.2513,1.0132
47-5032.00,Explosives Workers; Ordnance Handling Experts; and Blasters,,,0.2443,1.0049
47-5041.00,Continuous Mining Machine Operators,,,0.2496,1.0169
47-5043.00,Roof Bolters; Mining,,,0.2505,1.0104
47-5044.00,Loading and Moving Machine Operators; Underground Mining,,,0.252,1.0263
47-5051.00,Rock Splitters; Quarry,,,0.2541,1.0128
47-5071.00,Roustabouts; Oil and Gas,,,0.2522,1.0209
47-5081.00,Helpers--Extraction Workers,,,0.2534,1.0129
49-1011.00,First-Line Supervisors of Mechanics; Installers; and Repairers,,,0.2532,1.0042
49-2011.00,Computer; Automated Teller; and Office Machine Repairers,,,0.2334,1.0028
49-2021.00,Radio; Cellular; and Tower Equipment Installers and Repairers,,,0.2493,1.0049
49-2022.00,Telecommunications Equipment Installers and Repairers; Except Line Installers,,,0.2511,1.0033
49-2091.00,Avionics Technicians,,,0.2355,1.0055
49-2092.00,Electric Motor; Power Tool; and Related Repairers,,,0.253,1.0128
49-2093.00,Electrical and Electronics Installers and Repairers; Transportation Equipment,,,0.2498,1.0055
49-2094.00,Electrical and Electronics Repairers; Commercial and Industrial Equipment,,,0.2431,1.0044
49-2095.00,Electrical and Electronics Repairers; Powerhouse; Substation; and Relay,,,0.2437,1.01
49-2096.00,Electronic Equipment Installers and Repairers; Motor Vehicles,,,0.2532,1.0081
49-2097.00,Audiovisual Equipment Installers and Repairers,,,0.252,1.0074
49-2098.00,Security and Fire Alarm Systems Installers,,,0.2509,1.0066
49-3011.00,Aircraft Mechanics and Service Technicians,,,0.2426,1.0061
49-3021.00,Automotive Body and Related Repairers,,,0.26,1.0051
49-3022.00,Automotive Glass Installers and Repairers,,,0.255,1.0145
49-3023.00,Automotive Service Technicians and Mechanics,,,0.2523,1.0081
49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,,,0.2518,1.0157
49-3041.00,Farm Equipment Mechanics and Service Technicians,,,0.2521,1.0319
49-3042.00,Mobile Heavy Equipment Mechanics; Except Engines,,,0.2521,1.0207
49-3043.00,Rail Car Repairers,,,0.2542,1.0136
49-3051.00,Motorboat Mechanics and Service Technicians,,,0.2532,1.0117
49-3052.00,Motorcycle Mechanics,,,0.2506,1.0087
49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,,,0.2509,1.0397
49-3091.00,Bicycle Repairers,,,0.2539,1.0106
49-3092.00,Recreational Vehicle Service Technicians,,,0.2591,1.003
49-3093.00,Tire Repairers and Changers,,,0.2512,1.0065
49-9011.00,Mechanical Door Repairers,,,0.2546,1.0109
49-9012.00,Control and Valve Installers and Repairers; Except Mechanical Door,,,0.2475,1.0143
49-9021.00,Heating; Air Conditioning; and Refrigeration Mechanics and Installers,,,0.2542,1.0106
49-9031.00,Home Appliance Repairers,,,0.2533,1.0094
49-9041.00,Industrial Machinery Mechanics,,,0.2542,1.0079
49-9043.00,Maintenance Workers; Machinery,,,0.2534,1.0177
49-9044.00,Millwrights,,,0.2519,1.0371
49-9045.00,Refractory Materials Repairers; Except Brickmasons,,,0.2539,1.0146
49-9051.00,Electrical Power-Line Installers and Repairers,,,0.2543,1.0162
49-9052.00,Telecommunications Line Installers and Repairers,,,0.2545,1.0242
49-9061.00,Camera and Photographic Equipment Repairers,,,0.3107,1.0027
49-9062.00,Medical Equipment Repairers,,,0.2481,1.0138
49-9063.00,Musical Instrument Repairers and Tuners,,,0.2708,1.0026
49-9064.00,Watch and Clock Repairers,,,0.2467,1.0195
49-9071.00,Maintenance and Repair Workers; General,,,0.2542,1.0055
49-9081.00,Wind Turbine Service Technicians,,,0.2529,1.0212
49-9091.00,Coin; Vending; and Amusement Machine Servicers and Repairers,,,0.2442,1.0066
49-9092.00,Commercial Divers,,,0.2536,1.013
49-9094.00,Locksmiths and Safe Repairers,,,0.2608,1.0067
49-9095.00,Manufactured Building and Mobile Home Installers,,,0.2498,1.0108
49-9096.00,Riggers,,,0.2533,1.0123
49-9097.00,Signal and Track Switch Repairers,,,0.2509,1.0079
49-9098.00,Helpers--Installation; Maintenance; and Repair Workers,,,0.2518,1.0112
49-9099.01,Geothermal Technicians,,,0.2512,1.0099
51-1011.00,First-Line Supervisors of Production and Operating Workers,,,0.248,1.002
51-2011.00,Aircraft Structure; Surfaces; Rigging; and Systems Assemblers,,,0.2535,1.0088
51-2021.00,Coil Winders; Tapers; and Finishers,,,0.247,1.0121
51-2022.00,Electrical and Electronic Equipment Assemblers,,,0.2515,1.01
51-2023.00,Electromechanical Equipment Assemblers,,,0.2487,1.0078
51-2031.00,Engine and Other Machine Assemblers,,,0.2545,1.0151
51-2041.00,Structural Metal Fabricators and Fitters,,,0.2533,1.0114
51-2051.00,Fiberglass Laminators and Fabricators,,,0.2522,1.0098
51-2061.00,Timing Device Assemblers and Adjusters,,,0.2534,1.0372
51-2092.00,Team Assemblers,,,0.2541,1.0148
51-3011.00,Bakers,,,0.2534,1.0059
51-3021.00,Butchers and Meat Cutters,,,0.2549,1.0073
51-3022.00,Meat; Poultry; and Fish Cutters and Trimmers,,,0.253,1.012
51-3023.00,Slaughterers and Meat Packers,,,0.2539,1.0141
51-3091.00,Food and Tobacco Roasting; Baking; and Drying Machine Operators and Tenders,,,0.2409,1.0038
51-3092.00,Food Batchmakers,,,0.2438,1.0082
51-3093.00,Food Cooking Machine Operators and Tenders,,,0.2514,1.0109
51-4021.00,Extruding and Drawing Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2538,1.02
51-4022.00,Forging Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2544,1.0134
51-4023.00,Rolling Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2514,1.0153
51-4031.00,Cutting; Punching; and Press Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2492,1.0075
51-4032.00,Drilling and Boring Machine Tool Setters; Operators; and Tenders; Metal and Plastic,,,0.2546,1.0261
51-4033.00,Grinding; Lapping; Polishing; and Buffing Machine Tool Setters; Operators; and Tenders; Metal and Plastic,,,0.2532,1.0176
51-4034.00,Lathe and Turning Machine Tool Setters; Operators; and Tenders; Metal and Plastic,,,0.2514,1.0089
51-4035.00,Milling and Planing Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2543,1.0253
51-4041.00,Machinists,,,0.2547,1.0269
51-4051.00,Metal-Refining Furnace Operators and Tenders,,,0.253,1.0108
51-4052.00,Pourers and Casters; Metal,,,0.2534,1.0135
51-4061.00,Model Makers; Metal and Plastic,,,0.2611,1.0182
51-4062.00,Patternmakers; Metal and Plastic,,,0.2554,1.024
51-4071.00,Foundry Mold and Coremakers,,,0.2544,1.0157
51-4072.00,Molding; Coremaking; and Casting Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2544,1.0157
51-4081.00,Multiple Machine Tool Setters; Operators; and Tenders; Metal and Plastic,,,0.2524,1.0132
51-4111.00,Tool and Die Makers,,,0.2831,1.0069
51-4121.00,Welders; Cutters; Solderers; and Brazers,,,0.2542,1.0098
51-4122.00,Welding; Soldering; and Brazing Machine Setters; Operators; and Tenders,,,0.2583,1.0124
51-4191.00,Heat Treating Equipment Setters; Operators; and Tenders; Metal and Plastic,,,0.2544,1.0137
51-4192.00,Layout Workers; Metal and Plastic,,,0.2546,1.0142
51-4193.00,Plating Machine Setters; Operators; and Tenders; Metal and Plastic,,,0.2538,1.0143
51-4194.00,Tool Grinders; Filers; and Sharpeners,,,0.2546,1.0235
51-5111.00,Prepress Technicians and Workers,,,0.2686,1.0037
51-5112.00,Printing Press Operators,,,0.2505,1.0093
51-5113.00,Print Binding and Finishing Workers,,,0.2539,1.0108
51-6011.00,Laundry and Dry-Cleaning Workers,,,0.2533,1.0086
51-6021.00,Pressers; Textile; Garment; and Related Materials,,,0.2544,1.0098
51-6031.00,Sewing Machine Operators,,,0.2539,1.0111
51-6041.00,Shoe and Leather Workers and Repairers,,,0.2546,1.0106
51-6042.00,Shoe Machine Operators and Tenders,,,0.2545,1.0127
51-6051.00,Sewers; Hand,,,0.2501,1.0062
51-6052.00,Tailors; Dressmakers; and Custom Sewers,,,0.2811,1.0086
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,,,0.2507,1.0103
51-6062.00,Textile Cutting Machine Setters; Operators; and Tenders,,,0.2539,1.0113
51-6063.00,Textile Knitting and Weaving Machine Setters; Operators; and Tenders,,,0.2547,1.0094
51-6064.00,Textile Winding; Twisting; and Drawing Out Machine Setters; Operators; and Tenders,,,0.251,1.0077
51-6091.00,Extruding and Forming Machine Setters; Operators; and Tenders; Synthetic and Glass Fibers,,,0.2526,1.0077
51-6092.00,Fabric and Apparel Patternmakers,,,0.2819,1.0031
51-6093.00,Upholsterers,,,0.2648,1.012
51-7011.00,Cabinetmakers and Bench Carpenters,,,0.2541,1.0138
51-7021.00,Furniture Finishers,,,0.254,1.0067
51-7031.00,Model Makers; Wood,,,0.2579,1.0171
51-7032.00,Patternmakers; Wood,,,0.2959,1.0117
51-7041.00,Sawing Machine Setters; Operators; and Tenders; Wood,,,0.2545,1.0147
51-7042.00,Woodworking Machine Setters; Operators; and Tenders; Except Sawing,,,0.2544,1.0134
51-8011.00,Nuclear Power Reactor Operators,,,0.2398,1.0053
51-8012.00,Power Distributors and Dispatchers,,,0.2305,1.0017
51-8013.00,Power Plant Operators,,,0.2519,1.0237
51-8013.03,Biomass Plant Technicians,,,0.2439,1.0093
51-8013.04,Hydroelectric Plant Technicians,,,0.2536,1.0201
51-8021.00,Stationary Engineers and Boiler Operators,,,0.2485,1.0119
51-8031.00,Water and Wastewater Treatment Plant and System Operators,,,0.2349,1.0044
51-8091.00,Chemical Plant and System Operators,,,0.2616,1.0052
51-8092.00,Gas Plant Operators,,,0.2339,1.0063
51-8093.00,Petroleum Pump System Operators; Refinery Operators; and Gaugers,,,0.2493,1.0082
51-8099.01,Biofuels Processing Technicians,,,0.239,1.0049
51-9011.00,Chemical Equipment Operators and Tenders,,,0.246,1.0068
51-9012.00,Separating; Filtering; Clarifying; Precipitating; and Still Machine Setters; Operators; and Tenders,,,0.2496,1.0057
51-9021.00,Crushing; Grinding; and Polishing Machine Setters; Operators; and Tenders,,,0.2515,1.0095
51-9022.00,Grinding and Polishing Workers; Hand,,,0.3011,1.0088
51-9023.00,Mixing and Blending Machine Setters; Operators; and Tenders,,,0.2543,1.0139
51-9031.00,Cutters and Trimmers; Hand,,,0.2531,1.0095
51-9032.00,Cutting and Slicing Machine Setters; Operators; and Tenders,,,0.2541,1.0143
51-9041.00,Extruding; Forming; Pressing; and Compacting Machine Setters; Operators; and Tenders,,,0.2524,1.0157
51-9051.00,Furnace; Kiln; Oven; Drier; and Kettle Operators and Tenders,,,0.2525,1.0111
51-9061.00,Inspectors; Testers; Sorters; Samplers; and Weighers,,,0.2425,1.0058
51-9071.00,Jewelers and Precious Stone and Metal Workers,,,0.4421,1.0016
51-9071.06,Gem and Diamond Workers,,,0.3196,1.0028
51-9081.00,Dental Laboratory Technicians,,,0.3661,1.0011
51-9082.00,Medical Appliance Technicians,,,0.2646,1.0025
51-9083.00,Ophthalmic Laboratory Technicians,,,0.2538,1.0045
51-9111.00,Packaging and Filling Machine Operators and Tenders,,,0.2537,1.0108
51-9123.00,Painting; Coating; and Decorating Workers,,,0.2505,1.0098
51-9124.00,Coating; Painting; and Spraying Machine Setters; Operators; and Tenders,,,0.2467,1.0069
51-9141.00,Semiconductor Processing Technicians,,,0.2529,1.008
51-9151.00,Photographic Process Workers and Processing Machine Operators,,,0.2586,1.0046
51-9161.00,Computer Numerically Controlled Tool Operators,,,0.2546,1.0258
51-9162.00,Computer Numerically Controlled Tool Programmers,,,0.256,1.0034
51-9191.00,Adhesive Bonding Machine Operators and Tenders,,,0.2544,1.0153
51-9192.00,Cleaning; Washing; and Metal Pickling Equipment Operators and Tenders,,,0.2474,1.0085
